,Community,Facility Name,Colour Posting,Last Inspection Date,Site Address,url,category,Risk Rating,Type,Offense,Outcome,Offense Date,Comment,Resolved Date
0,Point Edward,Ice Cream Galore,,2023-08-04,105 St. Clair Street  Point Edward ON N7V 1N6,location.href = '/Facility/Details/4825db65-7269-4331-bee1-b2668564b940' ,DineSafe Lambton,,,,,,,
1,Grand Bend,Immaculate Heart of Mary,,2023-12-11,337 Ontario Street S  Grand Bend ON N0M 1T0,location.href = '/Facility/Details/eba5dcd7-1726-478f-b9fb-4a0eb1d1e771' ,DineSafe Lambton,,,,,,,
2,Sarnia (Central),Imperial City Brew House,,2023-08-11,D-1330 Exmouth St  Sarnia ON N7S 3X9,location.href = '/Facility/Details/815327ed-ba60-43fe-a079-55f18062b8f5' ,DineSafe Lambton,,,,,,,
3,Lambton Shores – Rural,Indian Hills Golf Club,,2023-06-30,6991 Lakeshore Rd  Lambton Shores ON N0N 1J2,location.href = '/Facility/Details/6a7db475-0f45-4674-9595-555f139ad6ff' ,DineSafe Lambton,,,,,,,
4,Sarnia (Central),Indulgence Cheesecakes,,2023-11-21,230 Meadowlark Lane  Sarnia ON N7S 0B7,location.href = '/Facility/Details/6b287457-353d-482b-bcf1-0a6105373f77' ,DineSafe Lambton,,,,,,,
5,Sarnia (Central),Inn Of The Good Shepherd,,2024-01-22,115 John Street  Sarnia ON N7T 2Z1,location.href = '/Facility/Details/6385543e-6b65-4d0e-9575-5fea94104e12' ,DineSafe Lambton,,,,,,,
6,Sarnia (Central),Inn On The Park,,2024-03-26,840 Trillium Park  Sarnia ON N7T 7B8,location.href = '/Facility/Details/edcddaf7-3061-41f8-ad66-4edb435b42b9' ,DineSafe Lambton,,,,,,,
7,Inwood,Inwood Grocery & Variety,,2023-11-13,3193 Inwood Road  Inwood ON N0N 1K0,location.href = '/Facility/Details/5049d83c-49cc-4bdf-9b9f-c90658636c19' ,DineSafe Lambton,,,,,,,
8,Lambton Shores – Rural,Ipperwash Beach Club - Ice Cream,,2023-08-08,6543 West Park Way Drive  Lambton Shores ON N0N 1J2,location.href = '/Facility/Details/100a374b-6719-4622-88b0-a10befd49d51' ,DineSafe Lambton,,,,,,,
9,Grand Bend,Ipperwash Beach Club - Restaurant,,2024-04-05,6543 West Pkwy Dr  Lambton Shores ON N0N 1J2,location.href = '/Facility/Details/11bd485b-ae3f-4b73-bc60-7cbfbd2d9084' ,DineSafe Lambton,,,,,,,
10,Sarnia (North) / Bright's Grove,Iryna,,2023-12-05,990 Cathcart Blvd  Sarnia ON N7S 2H2,location.href = '/Facility/Details/4de3502a-4235-46d4-9d2f-b6b9eea76883' ,DineSafe Lambton,,,,,,,
11,Sarnia (Central),Italia Pizzeria,,2023-11-01,157 Mitton Street S  Sarnia ON N7T 3C5,location.href = '/Facility/Details/5bad269a-5ebc-4a23-8c63-ca52e9916eec' ,DineSafe Lambton,,,,,,,
12,Wyoming,J Mart,,2023-11-23,5906 Oil Heritage Road  Wyoming ON N0N 1T0,location.href = '/Facility/Details/3c273693-c611-4a1e-9978-792d8d23e0d1' ,DineSafe Lambton,,,,,,,
13,Sarnia (Central),Jackpot Time,,2024-01-16,825 Upper Canada Drive  Sarnia ON N7W 1A4,location.href = '/Facility/Details/18edff82-382d-4efe-a01a-39ca006dd4b3' ,DineSafe Lambton,,,,,,,
14,Forest,Java & Scoops,,2024-01-18,45 King Street W  Forest ON N0N 1J0,location.href = '/Facility/Details/f6294bf0-88ad-4124-ab5f-8e531fc16b31' ,DineSafe Lambton,,,,,,,
15,Sarnia (Central),JB Global Market,,2024-03-07,1200 London Rd  Sarnia ON N7S 1P4,location.href = '/Facility/Details/3b852ecb-9f24-4c34-99d7-ebc1a889c3e9' ,DineSafe Lambton,,,,,,,
16,Sarnia (Central),Jiak,,2023-12-13,144 Mitton Street South  Sarnia ON N7T 3C7,location.href = '/Facility/Details/255ce881-e093-43a4-a85a-d099c0a22c50' ,DineSafe Lambton,,,,,,,
17,Sarnia (North) / Bright's Grove,Joe's Express Market Grill,,2024-03-13,4-1403 Michigan Ave  Sarnia ON N7S 0B1,location.href = '/Facility/Details/90fa8bda-80d5-488a-bc47-20c70baa3d49' ,DineSafe Lambton,,,,,,,
18,Wyoming,John Knox Catering,,2023-11-23,4738 Confederation Line  Wyoming ON N0N 1T0,location.href = '/Facility/Details/bc275233-fd23-4c1e-8ba9-b2a390a9b328' ,DineSafe Lambton,,,,,,,
19,Petrolia,Johnny G's Pizza,,2024-03-26,4108 Petrolia Line  Petrolia ON N0N 1R0,location.href = '/Facility/Details/b41b13cf-5454-4367-b783-950bd45ddd03' ,DineSafe Lambton,,,,,,,
20,Sarnia (Central),John's Restaurant,,2023-12-12,1643 London Line  Sarnia ON N7W 1A9,location.href = '/Facility/Details/96f3ceef-91de-4ae5-8c0c-65e699b65afb' ,DineSafe Lambton,,,,,,,
21,Sarnia (Central),Judith & Norman Alix Art Gallery,,2023-07-12,147 Lochiel Street  Sarnia ON N7T 0B4,location.href = '/Facility/Details/5fea4090-f2c5-41a2-bffd-5574bc2c93f8' ,DineSafe Lambton,,,,,,,
22,Oil City,Judy Oag,,2023-08-21,4556 Thistle Street  Oil City ON N0N 1N0,location.href = '/Facility/Details/b541a160-72ef-4d27-acbf-1384fc810e33' ,DineSafe Lambton,,,,,,,
23,Lambton Shores – Rural,Juicy Fruit Farm Market,,2023-06-22,9205 Ipperwash Rd  Lambton Shores ON N0N 1J0,location.href = '/Facility/Details/6e872104-610e-4915-b8b3-bb3080b580d4' ,DineSafe Lambton,,,,,,,
24,Wyoming,Julie Klassen,,2023-11-03,5805 Uttoxeter Road  Wyoming ON N0N 1T0,location.href = '/Facility/Details/056204dc-be36-4950-a708-e807269c4fbe' ,DineSafe Lambton,,,,,,,
0,Sarnia (Central),Junior Baker,,2023-08-08,165 Lochiel St  Sarnia ON N7T 4C3,location.href = '/Facility/Details/5a5e5958-cfb6-42d7-bd26-5ac2fab9e078' ,DineSafe Lambton,,,,,,,
1,Warwick – Rural,Just Blain Sweet,,2023-11-21,6552 London Line  Warwick ON N0M 2S0,location.href = '/Facility/Details/213423b8-112a-4fb2-9739-deb7671eca94' ,DineSafe Lambton,,,,,,,
2,Sarnia (Central),K & J Elderberry Syrup,,2023-12-15,no site address,location.href = '/Facility/Details/c5f8e6b6-15ad-41cf-99d4-66672e51a5a2' ,DineSafe Lambton,,,,,,,
3,Sarnia (Central),K2 Mart,,2023-07-10,1670 London Line  Sarnia ON N7U 1B2,location.href = '/Facility/Details/5d03ccd6-4390-46a2-bf0f-d17928db9ada' ,DineSafe Lambton,,,,,,,
4,Corunna,Ken's Mini Mart,,2023-08-04,572 St. Clair Pkwy  Corunna ON N0N 1G0,location.href = '/Facility/Details/dc28a38c-79c6-4a6f-9433-7283426fa618' ,DineSafe Lambton,,,,,,,
5,Sarnia (Central),Ken's Valu-Mart,,2024-04-16,710 Kemsley Drive  Sarnia ON N7V 2M2,location.href = '/Facility/Details/15c70a88-1bec-4238-b58f-3e4ad9a267c5' ,DineSafe Lambton,,,,,,,
6,Sarnia (Central),Kernels,,2023-07-05,1380 London Rd  Sarnia ON N7S 1P8,location.href = '/Facility/Details/ada90400-16e8-4dd5-986b-d849896d34f7' ,DineSafe Lambton,,,,,,,
7,Petrolia,Kerr Cafe,,2023-08-12,396 Fletcher St  Petrolia ON N0N 1R0,location.href = '/Facility/Details/3f909ee0-99bd-42f3-84cb-4e94140c9b95' ,DineSafe Lambton,,,,,,,
8,Sarnia (Central),KFC,,2024-01-19,823 Colborne Rd  Sarnia ON N7T 6V9,location.href = '/Facility/Details/0abbfdcb-8ac5-4c84-9bb7-4893bed62938' ,DineSafe Lambton,,,,,,,
9,Sarnia (South),KFC,,2024-03-01,1115 Confederation Street  Sarnia ON N7S 3Y5,location.href = '/Facility/Details/72b47964-47ce-422a-99a3-13ddddc2f3d0' ,DineSafe Lambton,,,,,,,
10,Port Franks,Khaos Artisan Kitchen,,2023-10-26,7607 Ransford St  Port Franks ON N0M 2L0,location.href = '/Facility/Details/6026f822-a36e-4f9a-a2aa-19fa9c4a1983' ,DineSafe Lambton,,,,,,,
11,Brigden,Kiddies Korner Brigden,,2024-03-25,3017 Brigden Road  Brigden ON N0N1B0,location.href = '/Facility/Details/212cf050-7efa-4ca3-ad51-b3da3fce2250' ,DineSafe Lambton,,,,,,,
12,Petrolia,Kiddies Korner Cooperative-Kitchen,,2024-02-02,Lower Level-404 Princess St  Petrolia ON N0N 1R0,location.href = '/Facility/Details/0f8be692-b80b-4378-b3ec-94c851d9dc4c' ,DineSafe Lambton,,,,,,,
13,Forest,Kineto Kiwanis Theatre,,2023-12-12,24 King St W  Forest ON N0N 1J0,location.href = '/Facility/Details/b8306cf5-268e-4652-93dd-aa5e95933810' ,DineSafe Lambton,,,,,,,
14,Forest,Kineto Kiwanis Theatre,,2023-12-12,24 King St. West  Forest ON N0N 1J0,location.href = '/Facility/Details/8f186300-8007-43ca-b054-f50915e6882d' ,DineSafe Lambton,,,,,,,
15,Forest,King's 21 Restaurant,,2023-11-15,94 King St E  Forest ON N0N 1J0,location.href = '/Facility/Details/31bc23fd-a039-4de8-b2a9-2967b0b481cc' ,DineSafe Lambton,,,,,,,
16,Petrolia,Kingswell Glen Golf Club,,2024-04-12,4300 Garden Crescent  Petrolia Ontario N0N 1R0,location.href = '/Facility/Details/a5ffeddc-e9f3-4111-876d-0556c127d315' ,DineSafe Lambton,,,,,,,
17,Sarnia (Central),Kitano Sushi,,2024-01-09,1137 Confederation Street  Sarnia ON N7S 3Y5,location.href = '/Facility/Details/e9f22eea-e4d2-44e3-9a42-8f9f6ab49ece' ,DineSafe Lambton,,,,,,,
18,Grand Bend,Klondyke Trailer Park Store,,2023-06-09,9921 Lakeshore Road  Grand Bend ON N0M 1T0,location.href = '/Facility/Details/62af5f01-fd8c-4936-aabb-6c3abb11dce8' ,DineSafe Lambton,,,,,,,
19,Plympton-Wyoming – Rural,Kombucha Hound/Cast Iron Kitchen,,2023-12-12,4383 London Line  Wyoming ON N0N 1T0,location.href = '/Facility/Details/95e3ecf0-5d19-49a3-8b9f-fc08f0213a30' ,DineSafe Lambton,,,,,,,
20,Courtright,Kookie Kreations,,2023-04-20,229 Courtright Line  Courtright ON N0N 1H0,location.href = '/Facility/Details/bdd6139f-3341-46b9-94b8-61691cdadcd9' ,DineSafe Lambton,,,,,,,
21,Sarnia (Central),Korny Korners,,2023-10-30,6193 Blackwell Sideroad  Sarnia ON N7T 7H4,location.href = '/Facility/Details/0af41586-99e1-4807-bde9-9ad8f13c6197' ,DineSafe Lambton,,,,,,,
22,Sarnia (North) / Bright's Grove,Kraeft Hospitality Inc,,2024-04-05,980 Riding Club  Lane Sarnia ON N7T 4J2,location.href = '/Facility/Details/82ef01de-a296-4737-859e-3e972223e0a9' ,DineSafe Lambton,,,,,,,
23,Sarnia (North) / Bright's Grove,La Casa Mia,,2023-12-15,1278 Lakeshore Road  Sarnia ON N7S 2L6,location.href = '/Facility/Details/28b66186-9eb2-46b5-bdb1-d947afc18600' ,DineSafe Lambton,,,,,,,
24,Grand Bend,La Playita,,2023-06-23,23 Main St West  Grand Bend ON N0M 1T0,location.href = '/Facility/Details/dc1f2370-448f-45d1-9c91-cb73a0b254d9' ,DineSafe Lambton,,,,,,,
0,Sarnia (Central),la ribambelle,,2024-02-14,1103 Michigan Road  Sarnia ON N7S 2B5,location.href = '/Facility/Details/91c77f74-4f3e-43ae-83a9-376b424cda6e' ,DineSafe Lambton,,,,,,,
1,Sarnia (North) / Bright's Grove,Lakeside Childcare,,,6482 Telfer Rd  Sarnia ON,location.href = '/Facility/Details/5f56a290-5e53-4641-8e4e-708feb8271a4' ,DineSafe Lambton,,,,,,,
2,Plympton-Wyoming – Rural,Lakewood Christian Camp,,2023-05-16,4297 Lakeshore Road  Plympton-Wyoming ON N0N 1J6,location.href = '/Facility/Details/fc3f6726-1267-4b03-b8ff-1bfa9b3e5278' ,DineSafe Lambton,,,,,,,
3,Petrolia,Lambton Central Collegiate and Vocational Institute,,2023-11-13,4141 Dufferin Ave  Petrolia ON N0N 1R0,location.href = '/Facility/Details/daaa9dbe-53a4-4dd3-a38e-6e0f76b2f33d' ,DineSafe Lambton,,,,,,,
4,Sarnia (Central),Lambton College,,2023-10-27,1457 London Rd  Sarnia ON N7S 1P6,location.href = '/Facility/Details/fc7adad6-64ab-48cb-bd73-00247845c731' ,DineSafe Lambton,,,,,,,
5,Sarnia (Central),Lambton College - Snack Bar,,2024-03-22,1457 London Rd  Sarnia ON N7S 1P6,location.href = '/Facility/Details/136ff6b8-57b9-4782-b6f8-3a2e2a774e38' ,DineSafe Lambton,,,,,,,
6,Sarnia (Central),Lambton College Kitchen,,2023-12-13,1485 London Rd  Sarnia ON N7S 1P6,location.href = '/Facility/Details/11783580-2802-476e-94f0-70e1fcdb8367' ,DineSafe Lambton,,,,,,,
7,Sarnia (Central),Lambton College Resident Kiosk,,2024-01-23,1457 London Rd  Sarnia ON N7S 1P6,location.href = '/Facility/Details/1b3f1d54-9e97-44b8-83ad-7d68794247f9' ,DineSafe Lambton,,,,,,,
8,Grand Bend,Lambton Heritage Museum,,2024-02-15,10035 Museum Road  Grand Bend ON N0M 1T0,location.href = '/Facility/Details/ec67f9ec-1ca5-4cd8-ab6d-84028b030044' ,DineSafe Lambton,,,,,,,
9,Petrolia,Lambton Meadowview Villa,,2024-02-22,3958 Petrolia Line  Petrolia ON N0N 1R0,location.href = '/Facility/Details/8bd62ce0-a3cc-4bbb-8f26-c96ad4865302' ,DineSafe Lambton,,,,,,,
10,Forest,Lambton Shores Arena - Canteen,,2023-12-15,7883 Amtelecom Pkwy  Forest ON N0N 1J0,location.href = '/Facility/Details/81528782-e556-4d8e-b12c-0eacf951a034' ,DineSafe Lambton,,,,,,,
11,Forest,Lambton United Church Center,,2023-06-08,6602 Lakeshore Rd  Lambton Shores ON N0N 1J7,location.href = '/Facility/Details/de839499-e4da-401a-b0dc-1fdcb42574eb' ,DineSafe Lambton,,,,,,,
12,Sarnia (Central),Landmark Village Retirement Living,,2024-03-26,1370 L'Heritage Drive  Sarnia ON N7S 6H8,location.href = '/Facility/Details/7e882b7f-2750-4d4e-bb6f-762993b48199' ,DineSafe Lambton,,,,,,,
13,Petrolia,LCDS - Community Skills Development,,2024-03-22,339 Center St  Petrolia ON N0N 1R0,location.href = '/Facility/Details/538e6a3c-5867-4093-a210-242b272b0f82' ,DineSafe Lambton,,,,,,,
14,Forest,LCDS Community Participation,,2023-10-06,19 Ann St  Forest ON N0N 1J0,location.href = '/Facility/Details/6a09b8ed-6cad-4f00-b2f9-eea7dbeb98a6' ,DineSafe Lambton,,,,,,,
15,Sarnia (Central),Lee's Snack House,,2024-01-15,129 Campbell St  Sarnia ON N7T 2G6,location.href = '/Facility/Details/e0d2d23f-8b69-48e2-b211-afc1617e2027' ,DineSafe Lambton,,,,,,,
16,Sarnia (Central),Legacy,,2023-12-08,283 Christina St. N  Sarnia ON N7T 5V4,location.href = '/Facility/Details/863cd1ea-c6e3-42f2-a102-eb30ba0063bc' ,DineSafe Lambton,,,,,,,
17,Lambton Shores – Rural,Lil' Red Caboose,,2022-07-28,9338 West Ipperwash Rd  Lambton Shores ON N0N 1J2,location.href = '/Facility/Details/7ddee76b-d704-4d02-8e9f-4895bb64451c' ,DineSafe Lambton,,,,,,,
18,Petrolia,Lisa's Energy Balls,,2023-03-03,213 Eureka Street  Petrolia ON N0N 1R0,location.href = '/Facility/Details/3c7e9f68-98fc-411b-baaa-41f52a93f3b6' ,DineSafe Lambton,,,,,,,
19,Sarnia (Central),Little Caesars,,2023-11-28,19-1362 Lambton Mall Rd  Sarnia ON N7S 3Y1,location.href = '/Facility/Details/778b4bd9-19dc-4734-b0e2-da0c3c986bea' ,DineSafe Lambton,,,,,,,
20,Corunna,Little Caesars,,2024-03-21,197 Hill Street  Corunna ON N0N 1G0,location.href = '/Facility/Details/5c879ddb-a181-40a6-af8e-d6972f95d9d5' ,DineSafe Lambton,,,,,,,
21,Sarnia (Central),Little Caesars Pizza,,2023-11-28,1030 Confederation Rd  Sarnia ON N7S 3Y5,location.href = '/Facility/Details/005db27b-241b-4d07-a86b-6a4db0993897' ,DineSafe Lambton,,,,,,,
22,Sarnia (South),Little Friends Child & Family Development Centre,,2024-03-04,295 Essex Street  Sarnia ON N7T 4S3,location.href = '/Facility/Details/77b97f1f-d1d0-4616-b103-c23e189148a8' ,DineSafe Lambton,,,,,,,
23,Thedford,Lizzy's Country Cafe and Catering,,2024-03-04,109 Main Steet  Thedford ON N0M 2N0,location.href = '/Facility/Details/d730ceaa-2f47-49b2-88ce-b9206f1e0283' ,DineSafe Lambton,,,,,,,
24,Wyoming,LOCAL Wyoming ON,,2023-11-30,639 Broadway Street  Wyoming ON N0N 1T0,location.href = '/Facility/Details/6f861495-9eff-4764-b47d-e19c9a9d8f2e' ,DineSafe Lambton,,,,,,,
0,Sarnia (Central),Lola's Lounge,,2024-02-14,110 Christina St S  Sarnia ON N7T 2M6,location.href = '/Facility/Details/57026f11-6e4b-4727-aa29-18c25cc48f0a' ,DineSafe Lambton,,,,,,,
1,Sarnia (Central),London Food Mart,,2023-07-04,274 London Road  Sarnia ON N7T 6R2,location.href = '/Facility/Details/8e97b708-b9ad-403e-bf88-46d79f3674b3' ,DineSafe Lambton,,,,,,,
2,Sarnia (Central),London Line Burger,,2024-01-23,1716 London Line  Sarnia ON N7T 7H2,location.href = '/Facility/Details/64eb0e71-d959-40b9-9a07-dd2dfd7f2fa3' ,DineSafe Lambton,,,,,,,
3,Wyoming,London Line Convenience,,2023-07-11,4509 London Line  Wyoming ON N0N 1R0,location.href = '/Facility/Details/a7c63e76-814d-4da2-b223-317897f3f3a7' ,DineSafe Lambton,,,,,,,
4,Sarnia (Central),Lonzo's Restaurant,,2023-12-01,1254 London Rd  Sarnia ON N7S 1P5,location.href = '/Facility/Details/df3c6c92-087a-458b-aa37-baf37b2d99f1' ,DineSafe Lambton,,,,,,,
5,Point Edward,Los Puntos Cantina,,2024-03-22,128 Michigan Avenue  Point Edward ON N7V 1E6,location.href = '/Facility/Details/892921b3-b9fa-4051-96a8-794aa09d45f1' ,DineSafe Lambton,,,,,,,
6,Courtright,Lucky 13 Bake Shop,,2023-09-19,88 Milton St  Courtright ON N0N 1H0,location.href = '/Facility/Details/2d88a1e4-b75f-4862-96a7-40b0ba14b4ee' ,DineSafe Lambton,,,,,,,
7,Sarnia (Central),Luigi's Pizza,,2023-11-01,193 Mitton Street North  Sarnia ON N7T 6H3,location.href = '/Facility/Details/1454201a-ab52-4977-a029-b95f38ff386c' ,DineSafe Lambton,,,,,,,
8,Sarnia (Central),M & M Food Market,,2024-02-23,1362 Lambton Mall Rd  Sarnia ON N7S 5A1,location.href = '/Facility/Details/1a39a02f-9bdb-497a-8141-82a843fc25d8' ,DineSafe Lambton,,,,,,,
9,Petrolia,M & M Food Market,,2024-01-10,2-4119 Petrolia Line  Petrolia ON N0N 1R0,location.href = '/Facility/Details/22ed96ac-0907-47d6-b7ca-a216f2fd8b6b' ,DineSafe Lambton,,,,,,,
10,Sarnia (Central),M & M Meat Shops,,2023-06-27,1202 Lakeshore Rd  Sarnia ON N7S 2L2,location.href = '/Facility/Details/72b4f6da-a7c2-40f9-b108-66f8a6b50926' ,DineSafe Lambton,,,,,,,
11,Sarnia (Central),Ma & Pa's Diner,,2024-02-15,3-1173 Michener Rd  Sarnia ON N7S 4B1,location.href = '/Facility/Details/504dbe0f-5c76-4f44-ba25-2da051921242' ,DineSafe Lambton,,,,,,,
12,Port Lambton,MacDonald Park Canteen,,2023-05-30,4310 Reedy Street  Port Lambton ON N0P 2B0,location.href = '/Facility/Details/a7f0bdd5-48c2-4e8f-8647-9c2fdd3f64f4' ,DineSafe Lambton,,,,,,,
13,Port Franks,MacPherson's Restaurant,,2024-02-29,8512 Lakeshore Rd  Port Franks ON N0M 2N0,location.href = '/Facility/Details/c5f5861d-2e57-4d74-9fce-e3d06e1146dd' ,DineSafe Lambton,,,,,,,
14,Sarnia (Central),Macro Foods,,2024-01-17,22 A-1362 Lambton Mall  Sarnia ON N7S 5R6,location.href = '/Facility/Details/7008396d-d3d8-45df-bb21-83c5f76d5c4a' ,DineSafe Lambton,,,,,,,
15,Sarnia (Central),Mad Munch,,2024-01-22,308 Wellington St  Sarnia ON N7T 1H5,location.href = '/Facility/Details/2abc50a5-92a6-450d-b223-f969d5e80f16' ,DineSafe Lambton,,,,,,,
16,Sarnia (Central),MaeAllen Confections,,2023-09-08,140 Christina St N  Sarnia ON N7T 5T9,location.href = '/Facility/Details/96e44102-2eb7-435b-9d6d-b6ac13b49d86' ,DineSafe Lambton,,,,,,,
17,Forest,Main Street Variety,,2024-02-22,10 Main Street S  Forest ON N0N 1J0,location.href = '/Facility/Details/77068ab9-6903-4940-8997-9660d1d50361' ,DineSafe Lambton,,,,,,,
18,Sarnia (Central),Manchu Wok,,2023-11-24,FC3-1380 London Road  Sarnia ON N7S 1P8,location.href = '/Facility/Details/1d32d7d2-d496-42d7-9366-b90969e4da50' ,DineSafe Lambton,,,,,,,
19,Sarnia (Central),Marble Slab Creamery,,2024-02-26,601-1249 London Road  Sarnia ON N7S 4T3,location.href = '/Facility/Details/90cb303c-3230-4c07-b8a3-12bf7132bde1' ,DineSafe Lambton,,,,,,,
20,Wyoming,Marcanda Tea Room,,2024-04-16,4562 London Line  Wyoming ON N0N 1T0,location.href = '/Facility/Details/075d1659-5d9e-4ed1-81e0-8f323d35b767' ,DineSafe Lambton,,,,,,,
21,Sarnia (Central),March Hare,,2024-03-27,195 Christina Street N  Sarnia ON N7T 4C1,location.href = '/Facility/Details/81cd4305-f425-4582-a5a7-ed335ab53e88' ,DineSafe Lambton,,,,,,,
22,Sarnia (Central),Marshall Gowland Manor,,2024-03-22,749 Devine St  Sarnia ON N7T 1X3,location.href = '/Facility/Details/c92c2658-4ff8-41aa-a9f6-91d418fa5078' ,DineSafe Lambton,,,,,,,
23,Sarnia (Central),Mary Brown's Famous Chicken & Taters,,2024-02-01,1149 Confederation Street  Sarnia ON N7S 3Y5,location.href = '/Facility/Details/4515d367-8749-4fec-bff1-28edcc6cb3d7' ,DineSafe Lambton,,,,,,,
24,Point Edward,Match Eatery and Public House,,2023-12-01,2000 Venetian Boulevard  Point Edward ON N7T 8G4,location.href = '/Facility/Details/60b0f3a2-5857-491b-9459-f4ba66cfd50e' ,DineSafe Lambton,,,,,,,
0,Sarnia (Central),Mauds Variety,,2023-09-06,125 Mitton Street South  Sarnia Ontario N7T 3C5,location.href = '/Facility/Details/81ef65ae-0fd9-4143-a90d-e310089e90ce' ,DineSafe Lambton,,,,,,,
1,Sarnia (North) / Bright's Grove,McCarthy's Bar and Grill,,2024-04-08,680 Cathcart Boulevard  Sarnia ON N7V 4H9,location.href = '/Facility/Details/b456cab4-7d30-45d8-9c07-83bd50eefa0d' ,DineSafe Lambton,,,,,,,
2,Petrolia,McDonalds,,2024-03-01,4501 Petrolia Line  Petrolia ON N0N 1R0,location.href = '/Facility/Details/ae7bd49b-59eb-4333-b5b0-8e378a826128' ,DineSafe Lambton,,,,,,,
3,Sarnia (Central),McDonald's,,2023-12-11,1253 London Rd  Sarnia ON N7S 1P3,location.href = '/Facility/Details/e8835c16-65e6-4ca2-9d33-9c37472aa3b4' ,DineSafe Lambton,,,,,,,
4,Sarnia (Central),McDonald's,,2023-10-20,411 Christina St N  Sarnia ON N7T 5V8,location.href = '/Facility/Details/3e99d460-5dcf-48b0-a5da-7da737ce753c' ,DineSafe Lambton,,,,,,,
5,Sarnia (North) / Bright's Grove,McDonald's,,2023-11-20,1444 Quinn Dr  Sarnia ON N7S 6M8,location.href = '/Facility/Details/a6eac02a-e92e-4a8f-aabd-4061b046508f' ,DineSafe Lambton,,,,,,,
6,Sarnia (Central),McDonald's,,2023-12-04,1330 Exmouth Street  Sarnia ON N7S 3X9,location.href = '/Facility/Details/25ceb3c3-4942-4a96-9b31-046560697f35' ,DineSafe Lambton,,,,,,,
7,Sarnia (South),McDonald's,,2024-01-12,1111 Confederation St  Sarnia ON N7S 1A1,location.href = '/Facility/Details/25861eeb-a5ff-4e2a-9988-ecb7ef197fba' ,DineSafe Lambton,,,,,,,
8,Grand Bend,McDonald's Grand Bend,,2024-02-23,75 Main Street E  Grand Bend ON N0M 1T0,location.href = '/Facility/Details/14726ead-3449-4a95-85d5-9fa93c6ae091' ,DineSafe Lambton,,,,,,,
9,Sarnia (Central),MeatSarap,,2023-03-16,Lower Unit-898 Maxwell St  Sarnia ON N7T 5G4,location.href = '/Facility/Details/18ac54e2-c4d7-4c1b-8f0b-6e8cc65c4176' ,DineSafe Lambton,,,,,,,
10,Sarnia (Central),Metro,,2024-04-15,560 Exmouth St  Sarnia ON N7T 5P5,location.href = '/Facility/Details/2022d35f-270a-4986-a5c9-a9c6c68de8dc' ,DineSafe Lambton,,,,,,,
11,Sarnia (Central),Metro,,2023-06-30,1375 London Rd  Sarnia ON N7S 1P6,location.href = '/Facility/Details/caa150e6-2ad4-477b-aada-c1c62be33052' ,DineSafe Lambton,,,,,,,
12,Sarnia (Central),Mid Town Tap & Grill,,2023-12-12,226-260 Indian Rd. S  Sarnia ON N7T 3W4,location.href = '/Facility/Details/d03d8b10-de82-47d7-a908-877f05411d9e' ,DineSafe Lambton,,,,,,,
13,Grand Bend,Midori,,2023-06-09,19-81 Crescent Street  Grand Bend ON N0M 1T0,location.href = '/Facility/Details/128aa5c3-2a08-4bc1-94ff-137f00030581' ,DineSafe Lambton,,,,,,,
14,Grand Bend,Mike & Terri's No Frills,,2023-08-15,98 Ontario Street  Grand Bend ON N0M 1T0,location.href = '/Facility/Details/a239c393-ff21-45b5-a1d6-a64919c93a02' ,DineSafe Lambton,,,,,,,
15,Sarnia (Central),Mike's Pizza & Subs,,2024-03-27,232 Indian Rd S  Sarnia ON N7T 3W4,location.href = '/Facility/Details/8a34882e-ef98-4cd9-ac31-15ef51e48879' ,DineSafe Lambton,,,,,,,
16,Sarnia (Central),Milano's Subs & Pizzeria,,2023-11-21,468 Christina Street N  Sarnia ON N7T 5W4,location.href = '/Facility/Details/fafed787-d75f-4fcd-9b62-169e205be4f9' ,DineSafe Lambton,,,,,,,
17,Sarnia (Central),Milk Marc Variety,,2023-09-11,900 Wellington St  Sarnia ON N7T 1J5,location.href = '/Facility/Details/7c7aacee-e002-4e76-ba06-4444e1af6e72' ,DineSafe Lambton,,,,,,,
18,Sarnia (Central),Milk Marc Variety,,2023-07-04,1226 Murphy Road  Sarnia ON N7S 2Y6,location.href = '/Facility/Details/35d0a3ad-8ea9-4e68-be73-fddb71f04ec9' ,DineSafe Lambton,,,,,,,
19,Sarnia (Central),Miniso Canada,,2024-01-18,60-1380 London Rd  Sarnia ON N7S 1P8,location.href = '/Facility/Details/33b049a1-f59e-4542-853e-db4994929e32' ,DineSafe Lambton,,,,,,,
20,Sarnia (Central),Miss Helen's Place (Kitchen),,2024-03-15,C-160 George St  Sarnia ON N7T 7V4,location.href = '/Facility/Details/3528c241-e014-412a-89b2-5d85d67bf4ff' ,DineSafe Lambton,,,,,,,
21,Sarnia (Central),Mo'Cha Bubble Tea,,2023-11-16,1362 Lambton Mall Road  Sarnia ON N7S 5R6,location.href = '/Facility/Details/1c3dc700-1a58-458a-b0fa-2c95de2a0468' ,DineSafe Lambton,,,,,,,
22,Sarnia (Central),Mo'Cha Cafe,,2023-10-20,89 Norman St  Sarnia ON N7T 6S3,location.href = '/Facility/Details/8fb1c1f4-4824-4ed3-9bb3-6d955a660aed' ,DineSafe Lambton,,,,,,,
